timestamp,consumption_kwh,demand_kw,voltage,current,power_factor,temperature
2024-01-08 02:00:00,34.41,34.05,226.0,157.3,0.958,13.6
2024-01-08 03:00:00,33.52,32.89,235.0,154.0,0.909,15.2
2024-01-08 04:00:00,32.53,33.86,224.1,166.2,0.909,13.5
2024-01-08 05:00:00,26.22,25.5,229.3,123.0,0.904,13.6
2024-01-08 06:00:00,39.67,38.81,227.0,185.2,0.923,11.4
2024-01-08 07:00:00,38.35,39.07,226.8,185.6,0.928,13.1
2024-01-08 08:00:00,55.24,51.2,235.7,239.8,0.906,10.7
2024-01-08 09:00:00,56.06,55.47,232.9,253.4,0.94,11.9
2024-01-08 10:00:00,51.08,51.11,227.4,233.9,0.961,14.5
2024-01-08 11:00:00,35.94,36.81,231.5,168.6,0.943,13.1
2024-01-08 12:00:00,31.92,31.13,231.5,139.6,0.963,11.5
2024-01-08 13:00:00,27.74,28.61,231.0,133.5,0.928,14.3
2024-01-08 14:00:00,30.25,31.28,226.1,144.9,0.955,12.4
2024-01-08 15:00:00,38.68,35.97,235.0,164.1,0.933,13.8
2024-01-08 16:00:00,39.35,37.41,233.7,172.5,0.928,13.1
2024-01-08 17:00:00,45.74,48.74,225.7,223.3,0.967,12.5
2024-01-08 18:00:00,64.4,62.17,235.6,274.0,0.963,15.4
2024-01-08 19:00:00,72.1,68.9,230.4,342.2,0.874,13.0
2024-01-08 20:00:00,70.23,68.35,233.9,315.9,0.925,10.4
2024-01-08 21:00:00,48.23,50.38,234.6,243.5,0.882,13.2
2024-01-08 22:00:00,38.11,39.89,233.9,191.6,0.89,9.4
2024-01-08 23:00:00,31.52,31.99,235.4,151.0,0.9,13.6
2024-01-09 00:00:00,33.31,35.61,225.6,163.4,0.966,12.1
2024-01-09 01:00:00,36.24,34.88,229.0,156.9,0.971,10.5
2024-01-09 02:00:00,29.77,30.18,229.9,146.3,0.897,12.6
2024-01-09 03:00:00,35.56,38.43,229.3,182.6,0.918,9.5
2024-01-09 04:00:00,26.43,28.24,230.5,129.0,0.95,15.4
2024-01-09 05:00:00,30.37,30.87,225.5,151.3,0.905,14.0
2024-01-09 06:00:00,31.87,31.06,231.2,142.2,0.945,13.6
2024-01-09 07:00:00,38.26,39.9,230.8,193.2,0.895,15.2
2024-01-09 08:00:00,49.18,51.6,234.4,244.9,0.899,15.0
2024-01-09 09:00:00,62.49,58.73,234.3,285.8,0.877,12.2
2024-01-09 10:00:00,50.16,52.24,231.9,251.7,0.895,13.1
2024-01-09 11:00:00,42.86,40.96,227.9,198.6,0.905,12.9
2024-01-09 12:00:00,36.56,35.2,232.9,162.0,0.933,12.9
2024-01-09 13:00:00,35.28,35.21,230.0,170.9,0.896,10.1
2024-01-09 14:00:00,33.15,31.71,230.3,142.7,0.965,13.1
2024-01-09 15:00:00,36.39,39.14,228.8,184.5,0.927,8.9
2024-01-09 16:00:00,39.54,37.11,225.0,184.9,0.892,12.0
2024-01-09 17:00:00,49.17,51.01,230.6,236.1,0.937,12.2
2024-01-09 18:00:00,76.1,75.73,231.3,359.4,0.911,10.4
2024-01-09 19:00:00,77.25,73.12,233.2,337.5,0.929,14.5
2024-01-09 20:00:00,62.95,63.44,228.1,310.8,0.895,12.4
2024-01-09 21:00:00,50.02,53.49,232.0,251.4,0.917,11.1
2024-01-09 22:00:00,44.35,41.54,234.0,199.7,0.889,12.0
2024-01-09 23:00:00,35.75,34.43,230.7,155.6,0.959,13.2
2024-01-10 00:00:00,30.28,31.13,228.2,151.7,0.899,11.1
2024-01-10 01:00:00,30.17,28.49,235.6,126.9,0.953,11.5
2024-01-10 02:00:00,31.46,31.07,231.9,147.7,0.907,11.6
2024-01-10 03:00:00,34.93,33.1,233.2,154.3,0.92,12.9
2024-01-10 04:00:00,33.09,31.36,233.8,137.6,0.975,10.3
2024-01-10 05:00:00,28.43,30.76,234.0,135.4,0.971,11.1
2024-01-10 06:00:00,37.54,36.36,228.1,174.6,0.913,12.7
2024-01-10 07:00:00,39.85,39.43,225.7,189.9,0.92,15.8
2024-01-10 08:00:00,52.91,50.91,229.0,247.3,0.899,12.5
2024-01-10 09:00:00,61.95,59.83,230.8,274.0,0.946,12.0
2024-01-10 10:00:00,48.59,51.41,232.1,236.9,0.935,13.2
2024-01-10 11:00:00,45.47,45.57,227.3,217.4,0.922,12.5
2024-01-10 12:00:00,32.56,32.93,232.1,155.6,0.912,12.8
2024-01-10 13:00:00,31.98,34.49,231.2,161.8,0.922,10.5
2024-01-10 14:00:00,29.97,31.42,227.1,153.7,0.9,14.0
2024-01-10 15:00:00,35.78,34.42,228.6,166.9,0.902,12.7
2024-01-10 16:00:00,38.65,36.69,224.9,170.3,0.958,12.3
2024-01-10 17:00:00,46.45,50.32,234.3,223.0,0.963,13.1
2024-01-10 18:00:00,66.99,64.82,225.4,315.3,0.912,11.0
2024-01-10 19:00:00,74.5,71.07,234.0,327.6,0.927,14.1
2024-01-10 20:00:00,67.69,64.15,231.1,309.8,0.896,13.3
2024-01-10 21:00:00,50.4,51.98,228.0,250.5,0.91,11.3
2024-01-10 22:00:00,39.56,42.16,234.9,193.2,0.929,13.6
2024-01-10 23:00:00,41.04,39.05,226.8,179.7,0.958,11.4
2024-01-11 00:00:00,33.32,32.78,231.9,148.0,0.955,13.5
2024-01-11 01:00:00,35.4,35.43,233.1,159.3,0.954,14.0
2024-01-11 02:00:00,36.77,36.39,231.5,166.7,0.943,9.7
2024-01-11 03:00:00,25.86,27.39,229.3,133.5,0.895,14.3
2024-01-11 04:00:00,31.88,34.32,227.7,161.7,0.932,12.5
2024-01-11 05:00:00,34.58,32.84,234.4,156.7,0.894,12.4
2024-01-11 06:00:00,30.03,30.0,230.7,139.8,0.93,14.2
2024-01-11 07:00:00,33.8,34.07,231.8,153.3,0.959,13.7
2024-01-11 08:00:00,51.72,54.78,225.2,275.2,0.884,12.2
2024-01-11 09:00:00,56.03,54.17,226.1,259.3,0.924,14.0
2024-01-11 10:00:00,53.84,54.37,225.9,260.2,0.925,12.9
2024-01-11 11:00:00,42.72,43.35,231.2,205.4,0.913,12.0
2024-01-11 12:00:00,27.66,29.72,232.1,142.8,0.897,13.4
2024-01-11 13:00:00,38.23,37.3,234.5,164.5,0.967,12.4
2024-01-11 14:00:00,34.32,36.41,235.6,168.5,0.917,11.9
2024-01-11 15:00:00,31.97,31.49,227.7,142.3,0.972,12.4
2024-01-11 16:00:00,47.08,44.83,233.9,203.5,0.942,11.0
2024-01-11 17:00:00,46.96,46.76,229.1,217.4,0.939,12.7
2024-01-11 18:00:00,64.5,67.98,235.4,323.8,0.892,12.0
2024-01-11 19:00:00,68.53,72.75,234.1,353.9,0.878,11.8
2024-01-11 20:00:00,70.03,66.47,224.5,310.7,0.953,15.0
2024-01-11 21:00:00,53.22,56.56,225.9,274.8,0.911,11.6
2024-01-11 22:00:00,35.74,34.06,229.3,164.9,0.901,14.2
2024-01-11 23:00:00,36.25,37.84,227.4,179.9,0.925,11.0
2024-01-12 00:00:00,28.48,28.33,233.7,132.2,0.917,13.0
2024-01-12 01:00:00,34.2,34.94,235.8,152.6,0.971,10.2
2024-01-12 02:00:00,32.44,33.06,235.6,150.2,0.934,11.9
2024-01-12 03:00:00,24.31,25.8,231.7,122.1,0.912,14.1
2024-01-12 04:00:00,26.05,27.82,234.2,123.1,0.965,14.4
2024-01-12 05:00:00,36.07,37.43,225.8,171.4,0.967,12.5
2024-01-12 06:00:00,37.89,39.65,228.2,187.8,0.925,9.7
2024-01-12 07:00:00,40.57,40.56,235.9,190.0,0.905,13.5
2024-01-12 08:00:00,55.31,51.74,231.8,233.7,0.955,12.8
2024-01-12 09:00:00,52.99,54.86,232.4,247.7,0.953,13.2
2024-01-12 10:00:00,53.02,53.46,225.0,270.3,0.879,14.5
2024-01-12 11:00:00,46.93,46.57,230.3,213.5,0.947,12.9
2024-01-12 12:00:00,33.92,35.03,229.0,171.9,0.89,14.0
2024-01-12 13:00:00,26.75,28.53,231.2,127.2,0.97,13.5
2024-01-12 14:00:00,29.74,31.02,229.2,150.2,0.901,14.8
2024-01-12 15:00:00,32.58,33.02,225.0,155.0,0.947,12.2
2024-01-12 16:00:00,39.02,38.86,235.9,177.1,0.93,13.6
2024-01-12 17:00:00,50.95,51.19,235.8,231.7,0.937,11.6
2024-01-12 18:00:00,68.58,65.55,232.8,311.1,0.905,13.0
2024-01-12 19:00:00,71.85,69.24,224.5,341.9,0.902,11.3
2024-01-12 20:00:00,62.11,65.52,229.6,302.3,0.944,10.4
2024-01-12 21:00:00,50.01,47.64,233.3,230.2,0.887,12.3
2024-01-12 22:00:00,38.13,41.13,224.5,203.1,0.902,11.8
2024-01-12 23:00:00,33.45,31.02,227.0,146.0,0.936,14.7
2024-01-13 00:00:00,21.49,21.99,234.4,97.6,0.961,13.2
2024-01-13 01:00:00,25.07,25.61,232.9,113.4,0.97,12.8
2024-01-13 02:00:00,22.85,21.24,230.0,98.7,0.936,14.3
2024-01-13 03:00:00,22.01,21.0,224.9,97.6,0.957,14.8
2024-01-13 04:00:00,22.63,22.47,225.0,108.6,0.92,10.9
2024-01-13 05:00:00,23.04,22.67,232.3,105.0,0.929,12.5
2024-01-13 06:00:00,28.46,26.87,236.0,123.6,0.921,12.9
2024-01-13 07:00:00,42.53,39.69,231.7,192.3,0.891,12.5
2024-01-13 08:00:00,45.32,44.06,225.7,201.7,0.968,11.4
2024-01-13 09:00:00,38.04,41.1,233.3,197.9,0.89,11.1
2024-01-13 10:00:00,41.99,41.54,232.1,190.8,0.938,12.2
2024-01-13 11:00:00,30.1,28.88,230.4,133.3,0.94,14.5
2024-01-13 12:00:00,28.76,29.96,232.8,143.3,0.898,11.4
2024-01-13 13:00:00,25.8,25.55,227.1,123.2,0.913,11.7
2024-01-13 14:00:00,30.4,31.48,229.9,141.2,0.97,8.4
2024-01-13 15:00:00,28.06,28.28,229.3,127.1,0.97,15.3
2024-01-13 16:00:00,32.52,30.82,228.2,147.4,0.916,15.1
2024-01-13 17:00:00,41.09,38.67,232.5,173.1,0.961,14.9
2024-01-13 18:00:00,47.82,45.67,225.5,218.2,0.928,15.1
2024-01-13 19:00:00,57.91,55.34,230.6,272.7,0.88,13.4
2024-01-13 20:00:00,54.94,54.49,225.0,259.6,0.933,11.3
2024-01-13 21:00:00,53.15,51.35,233.2,237.5,0.927,11.0
2024-01-13 22:00:00,30.84,28.67,229.4,132.1,0.946,13.4
2024-01-13 23:00:00,25.04,23.61,231.7,106.0,0.961,12.6
2024-01-14 00:00:00,29.37,29.69,224.7,136.2,0.97,14.9
2024-01-14 01:00:00,23.28,24.6,232.5,115.1,0.919,13.9
2024-01-14 02:00:00,33.32,31.34,227.0,143.2,0.964,11.3
2024-01-14 03:00:00,20.65,21.97,230.4,103.9,0.918,12.1
2024-01-14 04:00:00,26.33,24.59,231.9,117.3,0.904,12.4
2024-01-14 05:00:00,21.62,20.5,233.9,92.9,0.943,12.9
2024-01-14 06:00:00,26.18,25.6,231.8,117.2,0.942,13.8
2024-01-14 07:00:00,28.11,27.5,231.5,127.2,0.934,13.5
2024-01-14 08:00:00,46.34,46.47,232.2,209.8,0.954,12.4
2024-01-14 09:00:00,40.8,43.89,229.8,207.1,0.922,13.1
2024-01-14 10:00:00,40.65,41.91,232.8,189.9,0.948,13.9
2024-01-14 11:00:00,21.76,23.13,230.7,108.5,0.924,15.9
2024-01-14 12:00:00,28.35,29.45,225.2,143.5,0.911,12.6
2024-01-14 13:00:00,27.94,27.43,234.4,128.5,0.911,12.9
2024-01-14 14:00:00,26.24,25.92,233.2,121.1,0.918,14.0
2024-01-14 15:00:00,27.02,27.03,224.3,131.4,0.917,11.5
2024-01-14 16:00:00,29.27,27.24,228.2,131.5,0.908,15.0
2024-01-14 17:00:00,40.54,38.2,229.6,176.2,0.944,15.0
2024-01-14 18:00:00,49.28,49.83,232.7,223.3,0.959,10.5
2024-01-14 19:00:00,50.12,50.93,226.3,241.7,0.931,13.4
2024-01-14 20:00:00,48.96,48.93,227.4,226.7,0.949,12.8
2024-01-14 21:00:00,34.55,36.79,228.7,165.3,0.973,15.6
2024-01-14 22:00:00,28.74,26.85,226.4,123.9,0.957,13.7
2024-01-14 23:00:00,24.76,26.7,228.0,129.8,0.902,11.6
2024-01-15 00:00:00,33.66,33.1,227.9,155.7,0.933,11.8
2024-01-15 01:00:00,32.99,30.59,227.6,140.9,0.954,12.8
2024-01-15 02:00:00,37.41,37.22,227.6,172.3,0.949,12.0
2024-01-15 03:00:00,28.95,28.17,231.0,124.8,0.977,14.0
2024-01-15 04:00:00,26.85,26.07,229.7,127.2,0.892,14.2
2024-01-15 05:00:00,30.68,29.38,232.7,134.3,0.94,16.0
2024-01-15 06:00:00,34.25,33.56,234.1,152.2,0.942,12.7
2024-01-15 07:00:00,39.77,42.99,225.3,197.1,0.968,14.8
2024-01-15 08:00:00,47.15,49.94,228.9,231.6,0.942,14.8
2024-01-15 09:00:00,52.06,49.13,224.7,230.9,0.947,14.0
2024-01-15 10:00:00,50.3,51.75,230.3,239.3,0.939,14.1
2024-01-15 11:00:00,45.22,42.42,228.3,203.3,0.914,13.1
2024-01-15 12:00:00,29.51,28.85,231.3,131.2,0.951,13.8
2024-01-15 13:00:00,33.82,33.51,235.7,156.8,0.907,13.9
2024-01-15 14:00:00,32.77,34.38,227.8,158.9,0.95,13.1
2024-01-15 15:00:00,42.74,40.81,225.5,199.3,0.908,11.4
2024-01-15 16:00:00,39.9,37.05,235.5,164.1,0.959,12.8
2024-01-15 17:00:00,46.38,48.01,228.2,222.6,0.945,13.9
2024-01-15 18:00:00,66.09,66.31,230.5,322.5,0.892,12.4
2024-01-15 19:00:00,64.16,68.11,231.0,317.7,0.928,15.6
2024-01-15 20:00:00,69.33,68.99,224.6,330.3,0.93,13.6
2024-01-15 21:00:00,51.32,54.82,224.1,258.3,0.947,11.4
2024-01-15 22:00:00,39.02,39.61,234.5,174.5,0.968,10.2
2024-01-15 23:00:00,37.09,34.53,231.8,162.8,0.915,12.5
2024-01-16 00:00:00,30.29,29.93,232.7,137.4,0.936,14.2
2024-01-16 01:00:00,26.0,27.43,226.1,125.3,0.968,16.7
2024-01-16 02:00:00,24.62,25.03,235.2,113.8,0.935,18.1
2024-01-16 03:00:00,30.1,28.39,230.8,138.4,0.889,16.9
2024-01-16 04:00:00,34.17,35.39,230.5,157.5,0.975,17.0
2024-01-16 05:00:00,36.6,34.65,226.3,165.0,0.928,10.1
2024-01-16 06:00:00,34.13,34.36,226.2,167.1,0.909,14.3
2024-01-16 07:00:00,35.57,35.19,226.1,163.1,0.954,13.4
2024-01-16 08:00:00,46.77,44.44,225.0,212.6,0.929,15.6
2024-01-16 09:00:00,51.69,54.84,227.0,266.4,0.907,13.1
2024-01-16 10:00:00,55.01,52.86,227.6,240.7,0.965,13.5
2024-01-16 11:00:00,40.85,39.87,224.7,187.6,0.946,13.6
2024-01-16 12:00:00,34.17,34.7,234.7,158.8,0.931,14.6
2024-01-16 13:00:00,27.68,29.48,227.5,133.5,0.971,13.2
2024-01-16 14:00:00,29.05,30.86,233.0,147.0,0.901,12.8
2024-01-16 15:00:00,32.67,32.41,230.5,151.4,0.929,12.4
