id,timestamp,consumption_kwh,demand_kw,voltage,current,power_factor,temperature,source,location,created_at
21,2026-03-11 14:43:02.710185,40.46,38.96,231.3,20.9,0.96,26.7,smart_meter_01,Building A - Main Meter,2026-03-11 09:13:04.757673
22,2026-03-11 14:43:09.776272,37.26,36.31,233.6,12.3,0.93,21.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:13:11.841439
23,2026-03-11 14:43:16.857585,47.28,41.34,230.4,34.1,0.97,25.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:13:18.906087
24,2026-03-11 14:43:23.923175,35.9,32.72,228.2,21.3,0.93,26.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:13:25.979128
25,2026-03-11 14:43:30.990501,36.74,32.69,231.0,35.4,0.97,22.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:13:33.039814
26,2026-03-11 14:43:38.056124,51.53,47.33,232.8,19.2,0.96,27.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:13:40.123403
27,2026-03-11 14:43:45.145797,52.47,48.02,231.6,11.6,0.95,27.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:13:47.191594
28,2026-03-11 14:43:52.209314,41.6,38.05,228.0,21.8,0.97,25.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:13:54.259108
29,2026-03-11 14:43:59.279107,54.61,45.39,232.9,34.3,0.94,20.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:14:01.320401
30,2026-03-11 14:44:06.336565,53.58,50.02,234.3,19.8,0.94,25.7,smart_meter_01,Building A - Main Meter,2026-03-11 09:14:08.404157
31,2026-03-11 14:44:13.414121,46.13,41.46,232.0,27.6,0.97,27.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:14:15.459294
32,2026-03-11 14:44:20.475617,38.33,33.75,232.5,48.1,0.95,24.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:14:22.521163
33,2026-03-11 14:44:27.537409,44.82,38.89,233.7,49.5,0.93,21.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:14:29.595193
34,2026-03-11 14:44:34.616249,37.74,31.05,228.9,26.0,0.94,18.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:14:36.666248
35,2026-03-11 14:44:41.678619,40.51,35.98,234.2,46.4,0.92,21.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:14:43.730659
36,2026-03-11 14:44:48.748870,41.19,38.43,231.0,29.8,0.96,18.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:14:50.845508
37,2026-03-11 14:44:55.874663,41.67,39.9,231.8,11.1,0.97,20.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:14:57.929137
38,2026-03-11 14:45:02.947648,53.66,46.15,231.9,21.5,0.92,20.7,smart_meter_01,Building A - Main Meter,2026-03-11 09:15:04.975390
39,2026-03-11 14:45:10.009710,54.45,47.16,229.1,15.5,0.98,24.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:15:12.066977
40,2026-03-11 14:45:17.078820,54.82,49.16,229.6,36.6,0.94,23.7,smart_meter_01,Building A - Main Meter,2026-03-11 09:15:19.104096
41,2026-03-11 14:45:24.122435,50.64,47.08,232.3,39.2,0.95,19.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:15:26.168475
42,2026-03-11 14:45:31.192777,48.89,42.71,230.0,35.2,0.97,18.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:15:33.239629
43,2026-03-11 14:45:38.256326,42.2,36.92,234.2,15.6,0.95,18.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:15:40.299250
44,2026-03-11 14:45:45.327440,43.42,35.44,232.1,18.6,0.96,21.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:15:47.377319
45,2026-03-11 14:45:52.394015,35.97,28.68,231.4,13.3,0.94,21.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:15:54.465239
46,2026-03-11 14:45:59.474271,52.92,43.55,232.4,34.8,0.94,25.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:16:01.525030
47,2026-03-11 14:46:06.536240,35.99,35.31,228.9,27.2,0.94,18.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:16:08.590403
48,2026-03-11 14:46:13.600200,42.76,38.34,231.1,18.6,0.92,26.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:16:16.200234
49,2026-03-11 14:46:21.463855,39.91,37.34,231.7,21.7,0.97,23.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:16:23.495678
50,2026-03-11 14:46:28.507024,51.51,47.63,232.9,27.1,0.93,20.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:16:30.566816
51,2026-03-11 14:46:35.585523,44.74,36.4,234.8,27.4,0.97,25.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:16:37.628031
52,2026-03-11 14:46:42.647882,37.65,35.89,234.1,12.3,0.94,25.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:16:44.705874
53,2026-03-11 14:46:49.716914,40.43,37.17,230.0,26.8,0.93,26.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:16:51.763965
54,2026-03-11 14:46:56.777135,44.02,40.06,234.6,41.5,0.96,25.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:16:58.819790
55,2026-03-11 14:47:03.844338,53.47,46.53,231.0,13.5,0.93,18.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:17:05.887396
56,2026-03-11 14:47:10.900459,35.4,33.05,230.5,14.9,0.95,20.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:17:12.963941
57,2026-03-11 14:47:17.972198,52.58,48.92,233.9,12.9,0.96,25.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:17:20.028108
58,2026-03-11 14:47:25.038505,50.31,44.33,228.3,29.1,0.93,24.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:17:27.135721
59,2026-03-11 14:47:32.166204,48.43,45.29,234.3,45.3,0.97,21.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:17:34.216437
60,2026-03-11 14:47:39.230413,49.9,45.68,233.9,39.2,0.98,24.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:17:41.698575
61,2026-03-11 14:47:46.711599,37.22,30.51,231.8,32.0,0.95,20.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:17:48.767102
62,2026-03-11 14:47:53.795123,36.96,31.97,231.0,43.8,0.98,18.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:17:55.838192
63,2026-03-11 14:48:00.858141,47.1,40.01,234.8,46.3,0.92,22.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:18:02.904338
64,2026-03-11 14:48:07.922248,49.22,43.0,230.4,43.1,0.96,18.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:18:09.961664
65,2026-03-11 14:48:14.971992,50.27,45.27,228.7,21.2,0.93,18.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:18:17.019167
66,2026-03-11 14:48:22.030928,39.1,37.83,232.1,27.6,0.95,20.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:18:24.069414
67,2026-03-11 14:48:29.078879,37.02,30.32,230.9,49.3,0.92,23.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:18:31.146067
68,2026-03-11 14:48:36.162976,48.22,41.74,233.7,32.5,0.98,24.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:18:38.223105
69,2026-03-11 14:48:43.235656,35.99,31.42,230.8,31.2,0.94,24.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:18:45.281237
70,2026-03-11 14:48:50.293187,39.81,33.39,234.6,12.6,0.97,23.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:18:52.354887
71,2026-03-11 14:48:57.369251,42.56,36.2,230.3,31.6,0.94,21.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:18:59.435804
72,2026-03-11 14:49:04.453945,48.17,44.83,233.0,17.3,0.95,26.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:19:06.508388
73,2026-03-11 14:49:11.517587,42.91,40.75,232.9,49.3,0.97,26.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:19:13.577106
74,2026-03-11 14:49:18.592160,43.56,41.03,228.4,12.5,0.93,26.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:19:20.641177
75,2026-03-11 14:49:25.657624,46.68,37.74,228.7,13.7,0.94,22.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:19:27.692738
76,2026-03-11 14:49:32.712212,50.66,42.69,229.5,48.5,0.96,25.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:19:34.764500
77,2026-03-11 14:49:39.784961,42.92,39.57,230.0,23.4,0.95,20.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:19:41.843952
78,2026-03-11 14:49:46.861382,52.96,46.85,234.2,31.6,0.93,27.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:19:48.943831
79,2026-03-11 14:49:53.957943,49.25,45.74,233.1,28.3,0.98,21.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:19:55.997846
80,2026-03-11 14:50:01.013491,51.65,42.67,231.8,32.0,0.93,23.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:20:03.069650
81,2026-03-11 14:50:08.088392,46.93,44.48,234.4,16.5,0.96,18.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:20:10.121687
82,2026-03-11 14:50:15.144509,38.81,31.79,230.3,30.6,0.94,19.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:20:17.219906
83,2026-03-11 14:50:22.233248,49.94,40.5,233.3,17.8,0.94,19.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:20:24.270305
84,2026-03-11 14:50:29.293196,49.32,42.01,233.4,45.1,0.93,19.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:20:31.335229
85,2026-03-11 14:50:36.360631,42.44,35.87,229.1,11.8,0.94,26.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:20:38.397775
86,2026-03-11 14:50:43.422489,46.04,42.31,230.7,16.1,0.93,21.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:20:45.458112
87,2026-03-11 14:50:50.475091,43.74,37.95,232.7,27.8,0.94,27.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:20:52.514750
88,2026-03-11 14:50:57.533255,41.97,38.46,230.9,45.2,0.94,23.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:20:59.564492
89,2026-03-11 14:51:04.577119,35.72,28.68,228.1,30.7,0.97,23.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:21:06.632934
90,2026-03-11 14:51:11.648006,37.13,34.15,233.4,13.2,0.96,19.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:21:13.701679
91,2026-03-11 14:51:18.723623,52.28,46.36,234.7,33.4,0.95,22.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:21:20.761523
92,2026-03-11 14:51:25.771535,51.86,46.17,228.4,37.9,0.92,27.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:21:27.820729
93,2026-03-11 14:51:32.836165,53.6,49.49,234.3,11.9,0.97,22.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:21:34.877916
94,2026-03-11 14:51:39.907782,35.03,31.69,228.1,18.6,0.94,23.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:21:41.979492
95,2026-03-11 14:51:46.992049,37.43,36.75,228.6,19.4,0.92,20.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:21:49.023797
96,2026-03-11 14:51:54.047466,48.46,40.83,232.3,45.8,0.92,27.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:21:56.103024
97,2026-03-11 14:52:01.116400,40.24,39.15,229.1,46.4,0.94,22.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:22:03.164490
98,2026-03-11 14:52:08.179435,41.42,34.53,229.1,25.2,0.93,20.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:22:10.267251
99,2026-03-11 14:52:15.288879,49.96,45.11,230.5,42.8,0.92,26.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:22:17.341019
100,2026-03-11 14:52:22.361625,35.46,30.44,230.7,11.3,0.92,20.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:22:24.414962
101,2026-03-11 14:52:29.437206,51.19,45.55,232.1,35.1,0.98,23.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:22:31.471402
102,2026-03-11 14:52:36.494565,43.66,37.82,231.7,31.2,0.95,19.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:22:38.527742
103,2026-03-11 14:52:43.542306,50.95,44.97,233.0,10.9,0.94,25.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:22:45.601504
104,2026-03-11 14:52:50.612215,36.41,34.08,231.2,43.4,0.97,24.7,smart_meter_01,Building A - Main Meter,2026-03-11 09:22:52.661407
105,2026-03-11 14:52:57.671314,49.45,41.85,232.4,12.9,0.97,23.7,smart_meter_01,Building A - Main Meter,2026-03-11 09:22:59.701695
106,2026-03-11 14:53:04.718345,50.23,43.08,232.6,24.6,0.97,18.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:23:06.773863
107,2026-03-11 14:53:11.785231,36.62,31.12,230.8,45.9,0.98,20.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:23:13.827419
108,2026-03-11 14:53:18.840738,41.41,34.12,233.1,43.4,0.95,27.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:23:20.883215
109,2026-03-11 14:53:25.893429,49.87,43.04,230.8,38.7,0.94,20.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:23:28.472730
110,2026-03-11 14:53:33.544423,45.45,36.79,232.3,45.5,0.98,19.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:23:35.593253
111,2026-03-11 14:53:40.615356,50.46,45.71,229.7,29.3,0.92,24.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:23:42.648679
112,2026-03-11 14:53:47.673849,40.88,37.38,232.0,50.0,0.94,24.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:23:49.722413
113,2026-03-11 14:53:54.737415,43.32,37.39,230.9,24.8,0.92,23.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:23:56.800508
114,2026-03-11 14:54:01.812081,53.0,44.91,234.2,43.0,0.93,19.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:24:03.864594
115,2026-03-11 14:54:08.878757,48.3,41.59,230.9,33.0,0.98,27.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:24:10.918635
116,2026-03-11 14:54:15.943856,45.2,37.66,232.7,11.1,0.92,27.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:24:18.006508
117,2026-03-11 14:54:23.016903,44.05,39.97,231.2,16.9,0.95,24.7,smart_meter_01,Building A - Main Meter,2026-03-11 09:24:25.069569
118,2026-03-11 14:54:30.081092,37.59,30.47,231.5,37.7,0.98,18.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:24:32.127432
119,2026-03-11 14:54:37.140498,35.73,32.57,230.4,45.9,0.98,27.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:24:39.182603
120,2026-03-11 14:54:44.209034,35.22,29.11,234.3,39.1,0.96,22.7,smart_meter_01,Building A - Main Meter,2026-03-11 09:24:46.250218
121,2026-03-11 14:54:51.263851,41.33,36.07,230.9,32.1,0.95,25.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:24:53.329089
122,2026-03-11 14:54:58.341460,51.36,48.35,231.4,16.6,0.97,24.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:25:00.411244
123,2026-03-11 14:55:05.420551,49.84,46.04,230.3,46.0,0.95,20.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:25:07.486344
124,2026-03-11 14:55:12.499708,35.15,30.55,230.5,32.2,0.94,20.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:25:14.544629
125,2026-03-11 14:55:19.561208,40.47,33.09,230.6,24.2,0.97,22.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:25:21.652417
126,2026-03-11 14:55:26.677917,54.04,44.17,231.3,17.5,0.97,23.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:25:28.724077
127,2026-03-11 14:55:33.744743,49.87,40.82,230.0,43.8,0.95,21.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:25:35.783111
128,2026-03-11 14:55:40.810507,44.67,39.94,229.1,27.1,0.96,22.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:25:42.972295
129,2026-03-11 14:55:47.984248,43.66,40.48,228.6,37.9,0.92,28.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:25:50.017226
130,2026-03-11 14:55:55.043943,44.42,37.75,233.0,45.1,0.96,26.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:25:57.154912
131,2026-03-11 14:56:02.170716,39.63,34.08,231.1,10.9,0.97,25.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:26:04.239077
132,2026-03-11 14:56:09.264024,45.13,39.38,229.1,26.6,0.98,18.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:26:11.327310
133,2026-03-11 14:56:16.348986,52.98,45.97,231.9,18.2,0.92,27.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:26:18.385543
134,2026-03-11 14:56:23.395975,37.53,32.34,233.5,39.2,0.97,23.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:26:25.425148
135,2026-03-11 14:56:30.432590,50.42,41.18,233.3,48.7,0.97,24.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:26:32.464847
136,2026-03-11 14:56:37.477060,52.59,48.32,228.7,42.2,0.96,21.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:26:39.515009
137,2026-03-11 14:56:44.535850,50.26,41.91,233.0,34.4,0.97,20.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:26:46.585691
138,2026-03-11 14:56:51.616277,50.66,42.66,232.0,29.5,0.98,27.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:26:53.674923
139,2026-03-11 14:56:58.690262,51.39,41.84,230.4,19.9,0.97,27.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:27:00.731936
140,2026-03-11 14:57:05.756562,40.47,38.78,231.2,49.1,0.96,20.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:27:07.816537
141,2026-03-11 14:57:12.838507,39.31,33.09,228.6,40.8,0.97,19.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:27:14.902457
142,2026-03-11 14:57:19.913244,52.29,42.7,230.0,17.5,0.93,22.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:27:21.969037
143,2026-03-11 14:57:26.992395,45.3,38.45,230.5,35.2,0.92,22.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:27:29.064314
144,2026-03-11 14:57:34.077029,35.51,29.79,228.8,49.6,0.96,23.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:27:36.123458
145,2026-03-11 14:57:41.143419,36.11,34.56,228.4,44.7,0.97,21.1,smart_meter_01,Building A - Main Meter,2026-03-11 09:27:43.193486
146,2026-03-11 14:57:48.209361,35.21,32.08,228.2,17.3,0.97,20.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:27:50.245939
147,2026-03-11 14:57:55.259250,37.35,32.17,229.7,40.4,0.95,26.7,smart_meter_01,Building A - Main Meter,2026-03-11 09:27:57.301485
148,2026-03-11 14:58:02.316272,41.39,33.74,229.2,43.2,0.97,21.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:28:04.361679
149,2026-03-11 14:58:09.370192,44.16,40.14,228.2,46.1,0.95,23.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:28:11.424113
150,2026-03-11 14:58:16.446753,35.36,30.83,228.3,22.2,0.93,27.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:28:18.495841
151,2026-03-11 14:58:23.517623,46.25,37.41,230.3,18.2,0.97,21.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:28:25.581149
152,2026-03-11 14:58:30.598204,49.22,42.14,234.6,37.9,0.97,20.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:28:32.672790
153,2026-03-11 14:58:37.683235,45.84,40.87,229.3,26.7,0.95,18.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:28:39.742470
154,2026-03-11 14:58:44.753020,35.17,33.26,234.6,33.6,0.93,24.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:28:46.798895
155,2026-03-11 14:58:51.812325,39.27,36.4,229.9,46.5,0.93,20.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:28:53.874822
156,2026-03-11 14:58:58.887732,46.46,40.09,233.4,20.7,0.94,20.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:29:00.966819
157,2026-03-11 14:59:05.978458,53.88,47.57,229.4,19.1,0.94,18.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:29:08.028778
158,2026-03-11 14:59:13.046932,46.08,40.93,230.5,39.8,0.93,20.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:29:15.093911
159,2026-03-11 14:59:20.114704,49.11,43.77,230.3,27.6,0.98,26.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:29:22.161980
160,2026-03-11 14:59:27.171091,46.75,37.97,230.9,31.2,0.94,22.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:29:29.231339
161,2026-03-11 14:59:34.239371,43.65,40.42,231.4,45.6,0.93,23.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:29:36.277405
162,2026-03-11 14:59:41.301712,42.33,38.19,231.1,45.8,0.95,27.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:29:43.377027
163,2026-03-11 14:59:48.393133,44.36,38.11,234.4,26.3,0.94,19.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:29:50.438582
164,2026-03-11 14:59:55.464726,51.42,44.92,233.2,25.2,0.94,21.0,smart_meter_01,Building A - Main Meter,2026-03-11 09:29:57.517414
165,2026-03-11 15:00:02.536600,46.59,43.02,230.4,48.5,0.96,20.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:30:04.601217
166,2026-03-11 15:00:09.616419,53.73,47.08,230.0,26.1,0.94,26.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:30:11.671548
167,2026-03-11 15:00:16.689458,42.95,36.7,231.9,23.7,0.95,26.7,smart_meter_01,Building A - Main Meter,2026-03-11 09:30:18.737953
168,2026-03-11 15:00:23.762081,37.01,34.69,234.8,18.5,0.96,19.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:30:25.811295
169,2026-03-11 15:00:30.824075,54.25,48.28,230.9,24.2,0.96,23.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:30:32.866658
170,2026-03-11 15:00:37.885182,49.32,42.81,228.7,21.6,0.95,18.6,smart_meter_01,Building A - Main Meter,2026-03-11 09:30:39.933461
171,2026-03-11 15:00:44.955444,37.0,36.0,231.8,25.1,0.92,21.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:30:47.020595
172,2026-03-11 15:00:52.031200,53.65,46.38,233.0,25.4,0.93,24.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:30:54.124561
173,2026-03-11 15:00:59.133913,48.25,44.61,229.8,35.9,0.93,19.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:31:01.196192
174,2026-03-11 15:01:06.209070,36.88,31.31,228.0,37.3,0.93,26.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:31:08.257248
175,2026-03-11 15:01:13.273875,49.96,43.19,232.6,44.4,0.95,21.9,smart_meter_01,Building A - Main Meter,2026-03-11 09:31:15.318611
176,2026-03-11 15:01:20.325996,50.87,44.76,233.1,27.3,0.96,25.3,smart_meter_01,Building A - Main Meter,2026-03-11 09:31:22.369613
177,2026-03-11 15:01:27.382856,54.55,47.92,229.2,28.6,0.98,27.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:31:29.441377
178,2026-03-11 15:01:34.457051,51.43,42.26,234.2,25.9,0.96,20.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:31:36.494823
179,2026-03-11 15:01:41.506893,39.78,33.56,229.5,44.6,0.94,25.5,smart_meter_01,Building A - Main Meter,2026-03-11 09:31:43.565297
180,2026-03-11 15:01:48.581219,41.72,36.42,228.7,44.1,0.95,20.2,smart_meter_01,Building A - Main Meter,2026-03-11 09:31:50.631482
181,2026-03-11 15:01:55.645893,50.13,47.07,230.5,17.9,0.96,21.8,smart_meter_01,Building A - Main Meter,2026-03-11 09:31:57.689318
182,2026-03-11 15:02:02.702092,42.34,34.02,229.6,25.1,0.93,27.4,smart_meter_01,Building A - Main Meter,2026-03-11 09:32:04.742824
183,2026-03-11 15:02:09.755825,42.16,39.37,232.6,38.3,0.92,27.7,smart_meter_01,Building A - Main Meter,2026-03-11 09:32:11.819704
